id	본문	is_rule
401	>	0
402	⑧ 제1항부터 제7항까지에 규정된 사항 외에 옴부즈만의 구성 및 운영에 필요한 사항은 금융위원회가 정한다	0
403	"제19조(금융현장소통반) ① 금융위원회 및 금융감독원은 금융회사등에 대한 방문 등을 통하여 금융현장의 금융규제 집행에 관한 실태를 조사하기 위하여 금융현장소통반(이하 이 조에서 ""금융현장소통반""이라 한다)을 공동으로 구성하여 운영할 수 있다"	0
404	<개정 2019	0
405	1	0
406	30	0
407	>	0
408	② 금융위원회는 기획조정관 또는 금융소비자국장에게 금융현장소통반을 운영하게 할 수 있다	0
409	<개정 2019	0
410	1	0
411	30	0
412	>	0
413	③ 금융현장소통반의 업무는 다음 각 호와 같다	0
414	<개정 2019	0
415	1	0
416	30	0
417	>	0
418	1	0
419	금융기관에 대한 방문 등을 통한 금융현장의 금융규제 집행에 관한 실태조사 및 그 애로사항의 접수·처리 업무	0
420	2	0
421	제1호에 따라 접수하여 처리된 사항에 대한 금융위원회와 금융감독원의 소속 공무원 또는 직원의 이행 실태를 점검하는 업무	0
422	[제목개정 2019	0
423	1	0
424	30	0
425	]	0
426	"제20조(실태평가) ① 금융위원회 기획조정관은 매년 12월 31일까지 외부기관에게 금융위원회 및 금융감독원이 이 훈령을 지키는지 여부 및 금융유관기관의 금융규제 운영의 실태를 평가하도록 하고, 그 평가 결과를 금융위원회에 보고하여야 한다"	0
427	② 금융위원회 기획조정관은 제1항에 따른 실태평가를 실시할 때 주요한 금융행정지도를 선정하여 해당 금융행정지도의 필요성 및 효과성을 검토한 결과를 금융위원회에 함께 보고하여야 한다	0
428	<신설 2019	0
429	1	0
430	30	0
431	>	0
432	③ 금융위원회는 제1항에 따라 보고된 평가 결과는 지체 없이 금융규제민원포털을 통하여 공개하여야 한다	0
433	"다만, 개인정보 보호 등을 위하여 필요한 경우로서 금융위원회가 정하여 고시하는 경우에는 그 내용의 전부 또는 일부를 공개하지 아니할 수 있다"	0
434	<개정 2019	0
435	1	0
436	30	0
437	>	0
438	"제21조(교육) ① 금융위원회 및 금융감독원은 소속 공무원 또는 임직원이 이 훈령을 잘 지킬 수 있도록 하기 위하여 필요한 교육계획을 수립·시행하여야 하며, 매년 1회 이상 교육을 하여야 한다"	1
439	② 금융위원회 및 금융감독원은 새로 임용된 공무원 또는 새로 채용된 직원에 대해서도 제1항에 따른 교육을 하여야 한다	0
440	제22조(상벌) ① 금융위원회 및 금융감독원은 이 훈령을 잘 지켜서 금융규제의 합리적이고 투명한 운영에 이바지한 소속 공무원 또는 임직원에게 금융위원회 위원장 또는 금융감독원장 명의의 표창 또는 포상을 수여할 수 있다	0
441	② 금융위원회 및 금융감독원은 소속 공무원 또는 임직원이 이 훈령을 위반한 경우 인사상 필요한 조치를 할 수 있다	0
442	제23조(금융유관기관에 대한 준용) 금융위원회는 금융유관기관이 금융회사등에 금융규제를 할 때 합리성·투명성·책임성을 확보할 수 있도록 하기 위하여 금융유관기관에게 명시적 또는 비명시적 금융규제에 대하여 제4조부터 제6조까지 및 제17조에 준하는 조치를 하여 줄 것을 권고할 수 있다	0
443	"제24조(재검토기한) 「훈령·예규 등의 발령 및 관리에 관한 규정」에 따라 이 훈령 발령 후의 법령이나 현실 여건의 변화 등을 검토하여 이 훈령의 유지, 폐지, 개정 등의 조치를 하여야 하는 기한은 2019년 1월 1일을 기준으로 매 2년이 되는 시점(매 2년째의 12월 31일까지를 말한다)으로 한다"	0
444	<개정 2019	0
445	1	0
446	30	0
447	>	0
448	"부칙  부      칙 <제661호, 2015"	0
449	12	0
450	31	0
451	>	0
452	제1조(시행일) 이 훈령은 발령한 날부터 시행한다	0
453	"부칙  부      칙 <제00734호, 2019"	0
454	1	0
455	30	0
456	>	0
457	제1조(시행일) 이 훈령은 발령한 날부터 시행한다	0
458	제2조(금융행정지도의 필요성 및 효과성 검토에 관한 적용례) 제20조제2항의 개정규정은 2019년도 실태평가를 실시하는 경우부터 적용한다	0
459	제3조(금융행정지도 유효기간의 연장에 관한 경과조치) 이 훈령 시행 전에 한 금융행정지도의 유효기간 연장에 관하여는 제13조제3항 및 제4항의 개정규정에도 불구하고 종전의 규정에 따른다	0
460	전자금융감독규정	0
461	[시행 2019	0
462	1	0
463	1	0
464	"] [금융위원회고시 제2018-36호, 2018"	0
465	12	0
466	21	0
467	", 일부개정]"	0
468	"금융위원회(전자금융과), 02-2100-2971"	0
469	제1장 총칙	0
470	"제1조(목적) 이 규정은 「전자금융거래법」(이하 ""법""이라 한다) 및 동법 시행령(이하 ""시행령""이라 한다)에서 금융위원회에 위임한 사항과 그 시행에 필요한 사항 및 다른 법령에 따라 금융감독원의 검사를 받는 기관의 정보기술부문 안전성 확보 등을 위하여 필요한 사항을 규정함을 목적으로 한다"	0
471	제2조(정의) 이 규정에서 사용하는 용어의 정의는 다음과 같다	0
472	1	0
473	"전산실이라 함은 전산장비, 통신 및 보안장비, 전산자료 보관 및 출력장비가 설치된 장소를 말한다"	0
474	2	0
475	"전산자료라 함은 전산장비에 의해 입력·보관·출력되어 있는 자료를 말하며 그 자료가 입력·출력되어 있는 자기테이프, 디스크, 디스켓, 콤팩트디스크(CD) 등 보조기억매체를 포함한다"	0
476	3	0
477	정보처리시스템이라 함은 전자금융업무를 포함하여 정보기술부문에 사용되는 하드웨어(hardware)와 소프트웨어(software)를 말하며 관련 장비를 포함한다	0
478	4	0
479	"정보기술부문이라 함은 컴퓨터 등 정보처리능력을 가진 장치를 이용하여 정보를 수집·가공·저장·검색·송신 또는 수신을 행하는 금융회사 또는 전자금융업자의 업무, 인력, 시설 및 조직을 말한다"	0
480	<개정 2013	0
481	12	0
482	3	0
483	>	0
484	5	0
485	"정보보호 또는 ""정보보안""이라 함은 컴퓨터 등 정보처리능력을 가진 장치를 이용하여 수집·가공·저장·검색·송신 또는 수신되는 정보의 유출·위변조·훼손 등을 방지하기 위하여 기술적·물리적·관리적 수단을 강구하는 일체의 행위를 말하며 사이버안전을 포함한다"	0
486	6	0
487	정보보호시스템이라 함은 정보처리시스템내 정보를 유출·위변조·훼손하거나 정보처리시스템의 정상적인 서비스를 방해하는 행위로부터 정보 등을 보호하기 위한 장비 및 프로그램을 말한다	0
488	7	0
489	해킹이라 함은 접근을 허가받지 아니하고 전자금융기반시설에 불법적으로 침투하거나 허가받지 아니한 권한을 불법적으로 갖는 행위 또는 전자금융기반시설을 공격하거나 해를 끼치는 행위를 말한다	0
490	<개정 2013	0
491	12	0
492	3	0
493	>	0
494	8	0
495	"컴퓨터악성코드(이하 ""악성코드""라 한다)라 함은 컴퓨터에서 이용자의 허락 없이 스스로를 복사하거나 변형한 뒤 정보유출, 시스템 파괴 등의 작업을 수행하여 이용자에게 피해를 주는 프로그램을 말한다"	0
496	<개정 2013	0
497	12	0
498	3	0
499	>	0
500	9	0
501	공개용 웹서버라 함은 인터넷 이용자들이 웹페이지를 자유롭게 보고 웹서비스(월드 와이드 웹을 이용한 서비스를 말한다)를 이용할 수 있게 해주는 프로그램이 실행되는 장치를 말한다	0
502	<개정 2013	0
503	12	0
504	3	0
505	>	0
506	10	0
507	"정보통신망(이하 ""통신망""이라 한다)이라 함은 유·무선, 광선 등 정보통신 수단에 의하여 부호·문자·음향·영상 등을 처리·저장 및 송·수신할 수 있는 정보통신 조직형태를 말한다"	0
508	<개정 2013	0
509	12	0
510	3	0
511	>	0
512	11	0
513	삭제  <2013	0
514	12	0
515	3	0
516	>	0
517	"제3조(전자금융보조업자의 범위) 법 제2조제5호에서 ""금융위원회가 정하는 자""라 함은 다음 각 호의 어느 하나에 해당하는 자를 말한다"	0
518	1	0
519	정보처리시스템을 통하여 「여신전문금융업법」 상 신용카드업자의 신용카드 승인 및 결제 그 밖의 자금정산에 관한 업무를 지원하는 사업자	0
520	2	0
521	"정보처리시스템을 통하여 은행업을 영위하는 자의 자금인출업무, 환업무 및 그 밖의 업무를 지원하는 사업자"	0
522	3	0
523	전자금융업무와 관련된 정보처리시스템을 해당 금융회사 또는 전자금융업자를 위하여 운영하는 사업자  <개정 2013	0
524	12	0
525	3	0
526	>	0
527	4	0
528	"제1호 부터 제3호의 사업자와 제휴, 위탁 또는 외부주문(이하 ""외부주문등""이라 한다)에 관한 계약을 체결하고 정보처리시스템을 운영하는 사업자"	0
529	제2장 전자금융거래 당사자의 권리와 의무	0
530	"제4조(확인에 필요한 구체적인 거래내용) 시행령 제7조제4항제6호에서 ""금융위원회가 정하여 고시하는 사항""이란 다음 각 호를 말한다"	0
531	1	0
532	법 제8조에 따른 오류정정 요구사실 및 처리결과에 관한 사항	0
533	2	0
534	"전자금융거래 신청, 조건변경에 관한 내용"	0
535	제5조(전자금융사고 책임이행을 위한 보험 등의 가입에 관한 기준) ① 금융회사 또는 전자금융업자가 법 제9조제4항에 따라 전자금융사고 책임이행을 위한 보험 또는 공제에 가입하는 경우 보상한도는 다음 각 호에서 정하는 금액 이상이어야 한다	1
536	<개정 2013	0
537	12	0
538	3	0
539	>	0
540	1	0
541	"「금융위원회의 설치 등에 관한 법률」 제38조제1호(다만, 「은행법」에 의한 지방금융회사 및 같은 법 제58조에 의해 인가를 받은 외국금융회사의 국내지점은 제외한다) 및 제7호의 회사, 「전자금융거래법 시행령」 제2조제2호의 회사"	0
542	20억원  <개정 2013	0
543	12	0
544	3	0
545	>	0
546	2	0
547	"「금융위원회의 설치 등에 관한 법률」 제38조제8호의 회사, 「전자금융거래법」제2조제3호나목(신용카드업자에 한한다) 및 다목의 회사, 「전자금융거래법 시행령」 제2조제1호의 회사, 「은행법」에 따른 지방금융회사 및 같은 법 제58조에 의해 인가를 받은 외국금융회사의 국내지점"	0
548	10억원  <개정 2013	0
549	12	0
550	3	0
551	>	0
552	3	0
553	"「금융위원회의 설치 등에 관한 법률」 제38조제2호(다만, 명의개서대행업무를 수행하는 회사는 제외)의 회사"	0
554	5억원  <개정 2013	0
555	12	0
556	3	0
557	>	0
558	4	0
559	제1호 부터 제3호 이외의 금융회사	0
560	1억원	0
561	"다만, 제1호 부터 제3호 이외의 금융회사들이 관련 법령에 의해 당해 금융회사를 구성원으로 하는 금융회사를 통해 전자금융거래 관련 정보기술부문의 주요부분을 공동으로 이용하는 경우, 정보기술부문의 주요부문을 제공하는 금융회사가 공동 이용 금융회사 전체의 사고를 보장하는 내용으로 제2호의 금액(시행령 제2조제5호의 금융회사는 제1호의 금액) 이상의 보험 또는 공제에 가입하면 공동 이용 금융회사는 본호의 보험 또는 공제에 가입한 것으로 본다"	0
562	<개정 2013	0
563	12	0
564	3	0
565	>	0
566	5	0
567	법 제28조제2항제1호 및 제2호의 전자금융업자	0
568	2억원	0
569	6	0
570	"법 제28조제2항제4호의 전자금융업자 중 제1호 또는 제2호에 속하는 금융회사가 발급한 신용카드, 직불카드 등 거래지시에 사용되는 접근매체의 정보를 저장하는 전자금융업자"	0
